Video ID,Start Time (s),End Time (s),Transcript
https://youtu.be/gJaLDkmezOI,84.7,88.7,ಭಗವತಿ ಮಾತೃಕರಯ ತಮ್ಮೆಲ್ಲ ವೀಕ್ಷಕ ಬಾಂಧವರಿಗೆ.
https://youtu.be/gJaLDkmezOI,88.7,92.3,"ಹೊಸ ವರ್ಷ, ನಿಮ್ಮ ಹೊಸ ವರ್ಷ."
https://youtu.be/gJaLDkmezOI,92.3,96.7,ನಿಮಗೆಲ್ಲ ನಿಮ್ಮ ಹೊಸ ವರ್ಷ ಜನವರಿ ಒಂದನೇ ತಾರೀಕು.
https://youtu.be/gJaLDkmezOI,96.7,102.2,ನಿಮಗೆ ಸಂತೋಷವಅಂದರೆ ಕ್ಯಾಲೆಂಡರ್ ಚೇಂಜ್ ಬೇಕೇಬೇಕು ವರ್ಷಕ್ಕೆ ನಾವೆಲ್ಲರೂ.
https://youtu.be/gJaLDkmezOI,102.2,105.6,ವಿಶೇಷವಾಗಿ ಸಂದರ್ಭಕ್ಕೆ ಒಂದು.
https://youtu.be/gJaLDkmezOI,105.6,110.6,ಜೀವನ ಏನಾಗುತ್ತೆ ಅನ್ನೋದ ಕೇಳಿಕೊಂಡಿದ್ದೀರಾ ್ೆಲಲೇಳಿಕೊಳಳ.
https://youtu.be/gJaLDkmezOI,110.6,115.4,ಪ್ರತಿಯೊಂದು ಮಾಧ್ಯಮದಲ್ಲಿ ವಿಚಾರಗಳು ಹೇಳ್ತಾರೆ ಆದರೆ ನಾವು ಹೇಳಿತ್ ವಿಚಾರ ೆದೆ.
https://youtu.be/gJaLDkmezOI,115.4,119.1,ಏನು ಕೆಡಕಿದೆ ಅದಕ್ಕೆ ದಾರಿದೀಪವಾಗಿ ಏನಾದರೂ ಇದೆಯಾ.
https://youtu.be/gJaLDkmezOI,119.1,167.0,ಕೆ.
https://youtu.be/gJaLDkmezOI,167.0,174.7,ಭಗವಂತನದ ಸಾನಿಧ್ಯ ವರ್ಷದಲ್ಲಿ ಜನವರಿ.
https://youtu.be/gJaLDkmezOI,174.7,181.7,ಎಲ್ಲರಿಗೂ ಉಗಾದಿ ಅಂತೆಂದರೆ ಸೂರ್ಯೋದಯ ಒಂದು ಸಂವತ್ಸರ ಚೇಂಜ್ದ ಸಮಯದಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,181.7,183.1,ಕಠೋರವಾಗಿರುತ್ತದೆ
https://youtu.be/gJaLDkmezOI,183.1,192.1,ಕಠಿಣವಾಗಿರುತ್ತದೆ ಎಲ್ಲರಿಗೂ ವಿಚಾರವಾಗಿ ಇರತಕ್ಕಂತ ಂದರೆ ಕೆಲವರಿಗೆ ಸಂತೋಷ ಆಗಬಹುದು  ಜಾಸತಿ.
https://youtu.be/gJaLDkmezOI,192.1,195.2,ಕಷ್ಟಗಳು ಜಾಸ್ತಿ ನುಎಷ್ಟು ಪ್ರಯತ್ನ?
https://youtu.be/gJaLDkmezOI,195.2,198.4,ಆಕಸ್ಮ ಸುಖು ಸ್ವಲ್ಪ ಕಷ್ಟ ಜಾಸ್ತಿ ಬರಬೇಕು.
https://youtu.be/gJaLDkmezOI,198.4,210.0,ಸುಖಕ್ಕೆ ಅಕಸ್ಮ ದಾರಿ ಇಲ್ಲದದದ ಹುಡುಕೊಂಡು ಹೋಗಬೇಕು ಪರಿಸ್ಥಿತಿ ಬರುತ್ತದೆ.
https://youtu.be/gJaLDkmezOI,210.0,261.8,ಕ  ್್ಿ ್ರ್ ್ ೆ.
https://youtu.be/gJaLDkmezOI,261.8,263.7,ಈ ಸಲೆಯ ಆಂಜನೇಒಬ್ಬನೇ ಸಾಕ್ಷಿ.
https://youtu.be/gJaLDkmezOI,263.7,281.2,ಯಾರು ಕೊಡ ಸಾಧ್ಯವಿಲ್ಲ ಪ್ರತಿಯೊಬ್ಬರೂಸ್ವಾಮಿ.
https://youtu.be/gJaLDkmezOI,281.2,289.0,ಅವನು ಏನುಂದ್ರೆ ಮಾರ್ಚ್ ಹುಟ್ಟೋದು ಅಂದ್ರೆ ರಾಮನವಮಿ ರಾಮನವಮಿ ರಾಮಚಂದ್ರ.
https://youtu.be/gJaLDkmezOI,289.0,291.2,ತದನಂತರ ಹನುಮಂತಹು್ತ.
https://youtu.be/gJaLDkmezOI,291.2,295.5,ಇದಕ್ಕೆಂದರೆ ರಾಮನವಮಿ ನಂತರಹುಟ್ಟಿ ನಂತರ ಹುಟ್ಟುದರಿಂದ.
https://youtu.be/gJaLDkmezOI,295.5,297.7,ಆಸಮಯ ಹುಟ್ಟುತ್ತಾನೆ.
https://youtu.be/gJaLDkmezOI,297.7,310.7,ಇಮಾಡಬೇಕು ಜೀವನ.
https://youtu.be/gJaLDkmezOI,310.7,315.3,ಏನು ಅಂದ್ರೆ ಆಂಜನೇಯ ಸೂರ್ಯನಾರಾಯಣ ವಿದ್ಯೆ ಕಲಿತಿ ಸಮಯ.
https://youtu.be/gJaLDkmezOI,315.3,331.2,ವಿದ್ಯೆ ಕಲಿತಿದ್ದ ದಿನವೇ ಹನುಮ್ೊಅನುಗ್ರಹಬೇಕು.
https://youtu.be/gJaLDkmezOI,331.2,339.0,ನಮೋ ರಾಮ ರಾಮ ರಮರಾಮ ಮನರ ಶ್ರೀರಾಮನಾಮ ರಾಮಚಂದ್ರ ಅೋ ಪಟ್ಟಾಭಿಷೇಕ ಮ.
https://youtu.be/gJaLDkmezOI,339.0,344.9,ಸೂರ್ಯವಂಶಸ್ಥ ರಾಮಚಂದ್ರ ಸೂರ್ಯ ಸೂರ್ಯ ಇಂಪಾರ್ಟೆಂಟ್ ವರ್ಷದ ಭವಿಷ್ಯದಲ್ಲಿ ಎಲ್ಲರಿಗೂ ಸೂರ್ಯ.
https://youtu.be/gJaLDkmezOI,344.9,346.8,ಆರೋಗ್ಯ ಪರಿಸ್ಥಿತಿ ನೋಡ್ಕೋಬೇಕು.
https://youtu.be/gJaLDkmezOI,346.8,374.9,ಎಲ್ಲರಿಗೂ ಬೇಕಾಗದು ಸೂರ್ಯ ಆರೋಗ್ಯವನ್ನು ಕೊಡ್ಲಾರ್.
https://youtu.be/gJaLDkmezOI,374.9,376.6,ರೋಗಗಳು ಹೆಚ್ಚಾಗುತ್ತೆ ಅಂತ.
https://youtu.be/gJaLDkmezOI,376.6,383.8,ರೋಗಗಳ ಹೆಚ್ಚಾಗುತ್ತೆ  ಬಂದು ತಓುತ್ತಾರೆ.
https://youtu.be/gJaLDkmezOI,383.8,388.3,ಗುರು ಸಂಚಾರ ಸಂಚಾರ ಹೊಟ್ಟೆಬಗ್ಗೆ ಜಾಸ್ತಿ.
https://youtu.be/gJaLDkmezOI,388.3,438.6,ಕ      .
https://youtu.be/gJaLDkmezOI,438.6,489.3,ಕ  ್     ೆ.
https://youtu.be/gJaLDkmezOI,489.3,530.7,ಕ.
https://youtu.be/gJaLDkmezOI,530.7,536.3,ದರೆ ಸರಿ ಮಾತ್ರ ಎಲ್ಲಾ ವೀಕ್ಷಕರಿಗೆ  ಜಗತ್ತಿನ ವೀಕ್ಷಕರಿಗೆ.
https://youtu.be/gJaLDkmezOI,536.3,545.8,"ಬೆಂಗಳೂರು ಆಗಲಿ, ಕರ್ನಾಟಕ ಆಗಲಿ ಅದಕ್ಕಿಂತ ದೊಡ್ಡದು ಭಾರತ ದೇಶ ಇಡೀ ಪ್ರಪಂಚ ಎಲ್ಲರೂ ದಯವಿಟ್ಟು ದಿಂದ ಕರೆಕ್ಟಾಗಿ  ವರ್ಷಗಳ ಕಾಲ."
https://youtu.be/gJaLDkmezOI,545.8,549.6,"ಯುದ್ಧ, ಯುದ್ಧ ಯುದ್ಧ ಅಂದ್ರೆ."
https://youtu.be/gJaLDkmezOI,549.6,552.5,ವಿಶೇಷವಾಗಿದೆ.
https://youtu.be/gJaLDkmezOI,552.5,564.7,ಅಥವಾ ಅದರ ಜೊತೆಗೆ ಕರೇ ಜೊತೆಗೆ ಈ ಕಡೆ ಜೊತೆಗೆಮಾಡುತ್ತಿದೆ ಹಾಗೆಬೇರೆ ಬೇರೆ ಕಡೆಯಿಂದ ಆಸ್ಟ್ರೇಲಿಯಾ ಮೇಲೆ.
https://youtu.be/gJaLDkmezOI,564.7,569.7,ಕೆಲವೊಂದು ಗರಳೆ ಕ್ರಷ್ನೆಗಳು ನಡೀದಬರುತ್ತದೆ.
https://youtu.be/gJaLDkmezOI,569.7,573.8,ಇಪ್ಲಾನ್ಅಂದ್ರೆ?
https://youtu.be/gJaLDkmezOI,573.8,593.2,ಯಾರಾದರೂ ಸಲಹೆ ಕೊಡುತ್ತಾರೆ ನಮ್ಮ ಭಾರತ ದೇಶ ಸಲೆಕೊಡುವ ದೊಡ್ಡ ಉನ್ನತ ಸ್ಥಾನದಲ್ಲಿಸಕ.
https://youtu.be/gJaLDkmezOI,593.2,608.4,ಇದೇ ಅಗತ್ಯ ಹಒಳ್ಳೆಯದಾಗುತ್ತದೆ.
https://youtu.be/gJaLDkmezOI,608.4,614.7,ನಿಮ್ಮ ತಂದೆ ತಾಯಿ ನಿಮ್ಮ ತಾತಜ್ಜಿ ಏನು ಪೂರ್ವಾಶ್ರಮದನಮಮ ಹೇಳಿಕೊಂಡು ಬಂದರು ಅದನ್ನು ಮಾತ್ರ ಚೆನ್ನಾಗಿ ಮಾಡಿ.
https://youtu.be/gJaLDkmezOI,614.7,681.8,ಕ      ್      ್   ೆ.
https://youtu.be/gJaLDkmezOI,681.8,684.9,ಒಂದೇನು ಅಂದ್ರೆ ಕವ್ಯ ಪಾಪ ಅದು ನಿಜವೇ.
https://youtu.be/gJaLDkmezOI,684.9,695.5,ಒಂದು ಕಡೆ ಬೇಸರ ನಿಮಗೆಲ್ಲರಿಗೂ ವಿಚಾರ ಹೇಳುವುದಕ್ಕೆ ಬೇಸರ ನಡೆಯುತ್ತೆ ಗ್ರಹತಿಗಳನ್ನು ಚೇಂಜ್ ಮಾಡಸಾಧ್ಯವಿಲ್ಲ.
https://youtu.be/gJaLDkmezOI,695.5,715.5,ಮಾಡಿದು ಮಾರಾಯ ಅಂತ ಎಷ್ಟೋ ಜನಟಿ ನಿಮ್ಮ ಮಾತ್ರ ಗೊತ್ತು ಯಾವುದಪಕ್ಕದಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,715.5,720.1,"ಹಳ್ಳಗಳು ಗೊತ್ತು, ಯಾವ್ಯಾವಗೊತ್ತು."
https://youtu.be/gJaLDkmezOI,720.1,729.9,ದರೆ ಮನುಷ್ಯ ಎಲ್ಲಾ ಕೆರೆಗಳನ್ನು ಹಾಳುಮಾಡಿ ತನ್ನ ಸ್ವಾರ್ಥಕ್ಕೆ.
https://youtu.be/gJaLDkmezOI,729.9,731.0,ಅದರಲ್ಲೂ
https://youtu.be/gJaLDkmezOI,731.0,736.8,ಡೆವಲಪರ್ಸ್ ಜೊತೆಗೆ ರಾಜಕೀ ಸೇರಿಕೊಂಡು ಇರೋದು ನೀವಕೊ ಇನ್ನೊಂದು ಕಾವ್ಯ.
https://youtu.be/gJaLDkmezOI,736.8,748.3,ಕೆರೆಗಳುಬೆಂಗಳೂರು.
https://youtu.be/gJaLDkmezOI,748.3,770.8,ಅವರೇನೇ ಎಲ್ಲಾ ಕೆರೆಗಳಮನೆಮೃಷ್ಣಗಳಿಲ್ಲಪ್ರಕೃತಿಮಡ.
https://youtu.be/gJaLDkmezOI,770.8,781.1,ನಡ ಶರಾವತಿ ನದಿಯಲ್ಲಿ ಓನ್ಲಿ ಒಂದು ಎಕ್ಸಾಂಪಲ್ ಕೊಡ್ತೀನಿ ಒಂದು ಶರಾವತಿ ನದಿಯಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,781.1,787.0,ಹಂಡ್ರೆಡ್್ ಟ್ವೆಂಟಿ ತ್ರೀ ಕಿಲೋಮೀಟರ್  ಕಿಲೋಮೀಟರ್ ಬೆಂಗಳೂರು.
https://youtu.be/gJaLDkmezOI,787.0,793.6,ಆ ಬೆಂಗಳೂರು ಸಾವಿರದ ಎಂಬತ್ತೆರಡು ಸಾವಿರಿತ್ತು.
https://youtu.be/gJaLDkmezOI,793.6,798.6,ಎಷ್ಟುಅದರಲ್ಲಿ ನಾನು ಎಂಬತ್ತಿ.
https://youtu.be/gJaLDkmezOI,798.6,805.8,ಮಿಕ್ಲ್ಲಕೊಂಡು.
https://youtu.be/gJaLDkmezOI,805.8,809.9,ಎಲಲಸಿಲ್ಟ್ ಬಹಳ ಮುಖ್ಯವಾಗಿದೆ ಎಲ್ಲಾ ರೈತರಿಗೂ ನಾನು ಕೇಳಿಕೊಳ್ಳೋದುಷ್ಟೇ.
https://youtu.be/gJaLDkmezOI,809.9,812.1,ಈ ಸಲೆ ಮಾತ್ರ ತಪ್ಪು ಮಾಡಬೇಡಿ.
https://youtu.be/gJaLDkmezOI,812.1,816.5,"ಈಸಲಿ ಮಾತ್ರ ತಪ್ಪು ಮಾಡಬೇಡಿ, ತಪ್ಪು ಮಾಡಬೇಡಿ."
https://youtu.be/gJaLDkmezOI,816.5,854.0,.
https://youtu.be/gJaLDkmezOI,854.0,856.3,ಅಂತ ಒಂದು ವಿಶೇಷವಾಗಿು ರೈತ ಯಾರು ಅಂದರೆ?
https://youtu.be/gJaLDkmezOI,856.3,866.5,"ಅವನು ಯಾವ ರಾಜಕಾರಣಕ್ಕೂ ಬರಲ್ಲ, ಯಾವ ಪಕ್ಷಕ್ಕೆ ಹೋಗಲ್ಲ."
https://youtu.be/gJaLDkmezOI,866.5,868.0,ಎಷ್ಟೇ ಬಿಸರಲಿ?
https://youtu.be/gJaLDkmezOI,868.0,901.2,ಹ್ .
https://youtu.be/gJaLDkmezOI,901.2,926.5,ಅದು ಬರುತ್ತೆ ಇದು ಬರುತ್ತೆ.
https://youtu.be/gJaLDkmezOI,926.5,936.9,ಶನಿಸ್ಮರಣ ಸ್ಮರಣೆನವಧಾನ್ಯಗಳಿಧಾನ್ಯಗಳಿ ನಿಮ್ಮ ಸಮೃದ್ಧಿ ಬೆಳೆಗಾಿ ಯಾರು ಹೊಣೆಗಾರ ಯಾರು ದೇವತೆ ಾಬೇಕು?
https://youtu.be/gJaLDkmezOI,936.9,940.9,ಆದಷ್ಟು ರೈತರಿಗೆ ಎಲ್ಲರಿಗಲೆ ಕೊಡ್ತೇನೆ.
https://youtu.be/gJaLDkmezOI,940.9,955.5,ಎಲ್ಲೋ ಒದ್ರೆಎಲ್ಲ ಮುರಿತುೇ.
https://youtu.be/gJaLDkmezOI,955.5,983.6,ಆಶನಿಕಥೆಯಾದ ನಂತರ ಬೆಳಗಿನ ಜಾವದಲ್ಲಿ ಯಾವುದೇ ಕಾರಣಕ್ಕೂ ್ಸ್ತ..
https://youtu.be/gJaLDkmezOI,983.6,984.4,ನಾಡು
https://youtu.be/gJaLDkmezOI,984.4,1029.5,ೆ.
https://youtu.be/gJaLDkmezOI,1029.5,1038.8,"ಗುರುಗಳ ಇನ್ನೇನು ಕೆಲವೇ ತಿಂಗಳಲ್ಲಿ ಲೋಕಸಭಾ ಚುನಾವಣೆ ಕೂಡ ಬರುತ್ತಿದೆ, ಪ್ರತಿಯೊಬ್ಬರುಕೂ ಕಾತುರದಿಂದ ಕಾಯುತ್ತಿದ್ದಾರೆ ಮತ್ತೊಮ್ಮೆ ಪ್ರಧಾನಿ ನರೇಂದ್ರ ಮೋದಿಯವರು ಪ್ರಧಾನಿಯ."
https://youtu.be/gJaLDkmezOI,1038.8,1042.0,ರಾಹುಲ್ ಗಾಂಧಿಗೆ ಒಂದು ರೀತಿ ಅದೃಷ್ಟ ಏನಾದರೂ ಬಹುದು.
https://youtu.be/gJaLDkmezOI,1042.1,1063.0,ಈ ಪ್ರಶ್ನೆಗೆ ಬಹಳಷ್ಟು ಜರನೋಡತ್ತಾರೆ ಲ್ನರೇಂದರ ಮೋದಿಲೋಕಸಭೆಯಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,1063.0,1065.3,ಅದಕ್ಕೆ ಯಾವತ್ತೂ ಹೇಳು್ತಾರೆ.
https://youtu.be/gJaLDkmezOI,1065.3,1069.4,ನಿಂದಕ ಇರಬೇಕು ಹಂದಿಗಳಂತೆ  ಒಳ್ಳೆಯದು.
https://youtu.be/gJaLDkmezOI,1069.4,1074.2,ಮೋದಿಗೆ ಒಂದು ವಿಶೇಷವಾಗಿ ಸಂದರ್ಭವದರೆ ಭಗವಂತನ ಚೆನ್ನಾಗಿದೆ.
https://youtu.be/gJaLDkmezOI,1074.2,1078.3,ಮೋದಿಗೆ ಯಾವ ಕಾಲಕ್ಕೂ ದ್ವಾ.
https://youtu.be/gJaLDkmezOI,1078.3,1097.9,ಹನ್ನೆರಡು ವರ್ಷದ ಕಾಲ ಅವರು ಪ್ರಧಾನಮಂತ್ರಿಯಾಗಿರಬೇಕು ಅಂತ ಯುಗದ ಕಾಲದಲ್ಲಿ ಶಾಸಸ್ವಾಮಿ.
https://youtu.be/gJaLDkmezOI,1097.9,1100.5,ಕಾಲಜ್ಞಾನ ಮನುಷ್ಯ.
https://youtu.be/gJaLDkmezOI,1100.5,1116.6,ವಿಶೇಷವಾದ ವ್ಯಕ್ತಿ ಹುಟು್ತಾನೆ ಅವನ ಕಾಲದಲ್ಲಿ ಅವನ ಗುರುಗಳ ಅನುಗ್ರಹಪೂರಕವಾಗಿ ನಿರ್ಮಾಣ ಕಾರ್ಯ.
https://youtu.be/gJaLDkmezOI,1116.6,1130.5,ಭಾರತಿಲ್ಲ ಇದ್ದಿದ್ದು ಸುಷ್ಮಾ.
https://youtu.be/gJaLDkmezOI,1130.5,1143.0,ಗ್ಯಾರಂಟಿ ರಾಮಜನ್ಮಭೂಮಿಯಲ್ಲಿ ರಾಮಚಂದ್ರನ ಆಳ್ವಿಕೆ ಬಂದಾಗ ಮರಾಜ್ಯ.
https://youtu.be/gJaLDkmezOI,1143.0,1146.7,ಇಡೀ ಜಗತ್ತಿನ ಕರೆದು ಅವರನ್ನು ನಮ್ಮ ಕಾಲರ.
https://youtu.be/gJaLDkmezOI,1146.7,1151.5,ನೀವೆಲ್ಲಮಾಡಿ.
https://youtu.be/gJaLDkmezOI,1151.5,1162.8,ಒಂದೇ .
https://youtu.be/gJaLDkmezOI,1162.8,1166.4,ಇದಕ್ಕೆ ಸಾಕ್ಷಿ ಯಾರು ಈಶ್ವರ ಹನ್ನೆರಡು ಜ್ಯೋತಿರ್ಲಿಂಗ.
https://youtu.be/gJaLDkmezOI,1166.4,1170.3,ಹನ್ನೆರಡು ಜ್ಯೋತಿರ್ಲಿಂಗ ಜೀರ್ಣೋದ್ಧಾರ ಮಾಡಕ್ಕೆ ಒಬ್ಬ ಮನುಷ್ಯ ಹುಟ್ತಾನೆ.
https://youtu.be/gJaLDkmezOI,1170.3,1174.1,ಮಹಾಕಾಳೇಶ್ವರ
https://youtu.be/gJaLDkmezOI,1174.1,1178.5,ಕಾಶಿಕ್ಷೇತ್ರ ಕಾಶಿ ಕ್ಷೇತ್ರ ಯಾರದು ಯಾು?
https://youtu.be/gJaLDkmezOI,1178.5,1182.4,ನರೇಂದ್ರ ಮೋದಿ.
https://youtu.be/gJaLDkmezOI,1182.4,1184.5,ಒಂದು ಸನ್ಯಾಸಿ.
https://youtu.be/gJaLDkmezOI,1184.5,1200.1,"ಯೋಗಿ ಆದಿತ್ಯನಾಥ ಸನ್ಯಾಸಿ ನಿಜವಾದ ಸನ್ಯಾಸಿ, ಆದರೆ ಾಕ್ಷೇತ್ರ ಪರಿವರ್ತನೆಅಭಿವೃದ್ಧಿವರ್ಷಗಳ ಾಲ ಮಂತ್ರಿಯಾಗಿ."
https://youtu.be/gJaLDkmezOI,1200.1,1203.3,ರಾಜ್ಯವನ್ನು ಜಗತ್ತಿನ ತಕ್ಕಂತ ಭಾರತ ದೇಶದಲ್ಲಿದ್ದಾರೆ.
https://youtu.be/gJaLDkmezOI,1203.3,1208.1,ಮೋದಿ ಮಾತ್ರ.
https://youtu.be/gJaLDkmezOI,1208.1,1211.2,ವಿಚಾರ
https://youtu.be/gJaLDkmezOI,1211.2,1213.9,ಮೂರುಿ ಚೀಫ್ ಮಿನಿಸ್ಟರ್ ಆಗೋದು ಗುಜರಾತ್ಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,1213.9,1226.0,ಅವರು ವಾಜಜೊತೆ ಇದ್ದ ಕಾರಣದಲ್ಲಿ ಅವರಿಗೆವರುದಲ್ಲಿ ಮಾತ್ರ.
https://youtu.be/gJaLDkmezOI,1226.0,1273.2,ಕಕ ೆ.
https://youtu.be/gJaLDkmezOI,1273.2,1276.7,ಸಿದ್ದರಾಮಯ್ಯಮಾಡಬೇಕು.
https://youtu.be/gJaLDkmezOI,1276.7,1292.7,ಯಾವ ವ್ಯಕ್ತಿ?
https://youtu.be/gJaLDkmezOI,1292.7,1308.0,ಇವತ್ತಿನ ದಿವಸ ಅವರವರ ಸ್ಟೇಟ್ ದೊಡ್ಡವರು ಇವತ್ತಿಬೇಕುೇಕು.
https://youtu.be/gJaLDkmezOI,1308.0,1309.8,ಹಾಗೆ ಇಂದಿರಾಗಾಂಧಿ ಗ್ರೇಟ್.
https://youtu.be/gJaLDkmezOI,1309.8,1345.9,.
https://youtu.be/gJaLDkmezOI,1345.9,1358.1,ಕಮಲದ ಕಮಲಲ್ಲ.
https://youtu.be/gJaLDkmezOI,1358.1,1393.4,್ .
https://youtu.be/gJaLDkmezOI,1393.4,1398.0,ತೆಲಂಗಾಣ ಆಂಧ್ರ ಎರಡಗಿ ನಾವು ಸ್ವಲ್ಪಯಾಕೆದರೆ.
https://youtu.be/gJaLDkmezOI,1398.0,1400.4,ನಮ್ಮಲ್ಲಿ ದಕ್ಷಿಣ ಕನ್ನಡಗು್ೆ.
https://youtu.be/gJaLDkmezOI,1400.4,1458.3,ಕ    ಸ       .
https://youtu.be/gJaLDkmezOI,1458.3,1466.0,"ನೀವೆಲ್ಲ ತಲೆಕೆಡಿಸಿೇಿ ನಮ್ಮ ಜಗತ್ತು, ನಮ್ಮ ಪರಿಸರ ನಮ್ಮ ನಾ ನೋಡಿಕೊಳ್ಳಿ ನಾವು್ಕ ಹೋಗ್ತಿದ್ದಾ."
https://youtu.be/gJaLDkmezOI,1466.0,1473.6,"ಜಗತ್ತು ಪೂರ್ತಿ ನೋಡೋ ಮಾಡಿರಬೇಕಾದರೆ ಅಂತ ವ್ಯಕ್ತಿ ಮುಂದೆ ಇರೋದು ಒಳ್ಳೆಯದು, ಒಳ್ಳೆಯದು, ಭಾರತದೇಶದಲ್ಲಿ ಕರ್ನಾಟಕಅಲ್ಲ."
https://youtu.be/gJaLDkmezOI,1473.6,1479.5,ಭಾರತ ದೇಶ ಅಲ್ಲ ಇಡೀ ಪ್ರಪಂಚದಲ್ಲಿ ಇಡೀ ಭಾರತ ದೇಶ ಉನ್ನತ ಸ್ಥಾನ ಒಂದು ಹೆಣ್ಣು.
https://youtu.be/gJaLDkmezOI,1479.5,1498.0,ಒಂದು ಗಂಡು ನಡೆದಲ್ಲಿಪರ್ಲಿ.
https://youtu.be/gJaLDkmezOI,1498.0,1518.7,ಎರಡು ಸಾವಿರ ಇಪ್ಪತ್ನಾಲ್ಕು ಎಷ್ಟರಾಜ್ಯ ರಾಜಕಾರಣದಲ್ಲಿ ರಾಜ್ಯ ರಾಜಕಾರಣುತ್.
https://youtu.be/gJaLDkmezOI,1518.7,1529.1,ಸಾಮಾನ್ಯವಾಗಿ ಏನಾಗಿದೆ ಒಬ್ಬ ವ್ಯಕ್ತಿ ಮುಂದೆ ಬಂದಾಗ ಇನ್ನೊಬ್ಬ ವ್ಯಕ್ತಿ ಬರಬಾರದು  ಒಳ್ಳೆ ವ್ಯಕ್ತಿ ಅಥವಾ ಒಳ್ಳೆ ವ್ಯಕ್ತಿ.
https://youtu.be/gJaLDkmezOI,1529.1,1539.7,ಸಿದ್ದರಾಮಯ್ಯ
https://youtu.be/gJaLDkmezOI,1539.7,1557.0,ಆರ್ಡನರಿ ಕೋರ್ಟಲ್ಲಿ ಇದ್ದಾಗ ಕಳ್ಳೆಕಾಯಿ ಂಇದ್ದಾಗ ಮೈಸೂರಲ್ಲಿ ಚಾಮರಾಜನಗರ ಮೈಸೂರಲ್ಲಿ.
https://youtu.be/gJaLDkmezOI,1557.0,1559.2,ಸಿದ್ದರಾಮಯ್ಯ ಇವತ್ತಿೂ ಒಳ್ಳೆ ವ್ಯಕ್ತಿ.
